id	description	prompt_input	is_critical	criticality_score	validation_status	corrected_label
CVE-2023-1095	in nf_tables_updtable, if nf_tables_table_enable returns an error, nft_trans_destroy is called to free the transaction object. nft_trans_destroy() calls list_del(), but the transaction was never placed on a list -- the list head is all zeroes, this results in a null pointer dereference.	"Extract cybersecurity concepts and relationships from the following description:

in nf_tables_updtable, if nf_tables_table_enable returns an error, nft_trans_destroy is called to free the transaction object. nft_trans_destroy() calls list_del(), but the transaction was never placed on a list -- the list head is all zeroes, this results in a null pointer dereference."	FALSE	0	unreviewed	FALSE
CVE-2023-1096	snapcenter versions 4.7 prior to 4.7p2 and 4.8 prior to 4.8p1 are susceptible to a vulnerability which could allow a remote unauthenticated attacker to gain access as an admin user.	"Extract cybersecurity concepts and relationships from the following description:

snapcenter versions 4.7 prior to 4.7p2 and 4.8 prior to 4.8p1 are susceptible to a vulnerability which could allow a remote unauthenticated attacker to gain access as an admin user."	TRUE	6	unreviewed	TRUE
CVE-2023-1097	baicells eg7035-m11 devices with firmware through bce-odu-1.0.8 are vulnerable to improper code exploitation via http get command injections. commands are executed using pre-login execution and executed with root permissions. the following methods have been tested and validated by a 3rd party analyst and have been confirmed exploitable special thanks to lionel musonza for the discovery.	"Extract cybersecurity concepts and relationships from the following description:

baicells eg7035-m11 devices with firmware through bce-odu-1.0.8 are vulnerable to improper code exploitation via http get command injections. commands are executed using pre-login execution and executed with root permissions. the following methods have been tested and validated by a 3rd party analyst and have been confirmed exploitable special thanks to lionel musonza for the discovery."	TRUE	4	unreviewed	TRUE
CVE-2023-1098	an information disclosure vulnerability has been discovered in gitlab ee/ce affecting all versions starting from 11.5 before 15.8.5, all versions starting from 15.9 before 15.9.4, all versions starting from 15.10 before 15.10.1 will allow an admin to leak password from repository mirror configuration.	"Extract cybersecurity concepts and relationships from the following description:

an information disclosure vulnerability has been discovered in gitlab ee/ce affecting all versions starting from 11.5 before 15.8.5, all versions starting from 15.9 before 15.9.4, all versions starting from 15.10 before 15.10.1 will allow an admin to leak password from repository mirror configuration."	FALSE	2	unreviewed	FALSE
CVE-2023-1099	a vulnerability was found in sourcecodester online student management system 1.0. it has been rated as critical. affected by this issue is some unknown functionality of the file eduauth/edit-class-detail.php. the manipulation of the argument editid leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-222002 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online student management system 1.0. it has been rated as critical. affected by this issue is some unknown functionality of the file eduauth/edit-class-detail.php. the manipulation of the argument editid leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-222002 is the identifier assigned to this vulnerability."	TRUE	4	unreviewed	TRUE
CVE-2023-1100	a vulnerability classified as critical has been found in sourcecodester online catering reservation system 1.0. this affects an unknown part of the file /reservation/add_message.php of the component post parameter handler. the manipulation of the argument fullname leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222003.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical has been found in sourcecodester online catering reservation system 1.0. this affects an unknown part of the file /reservation/add_message.php of the component post parameter handler. the manipulation of the argument fullname leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222003."	TRUE	4	unreviewed	TRUE
CVE-2023-1101	sonicos sslvpn improper restriction of excessive mfa attempts vulnerability allows an authenticated attacker to use excessive mfa codes.	"Extract cybersecurity concepts and relationships from the following description:

sonicos sslvpn improper restriction of excessive mfa attempts vulnerability allows an authenticated attacker to use excessive mfa codes."	FALSE	0	reviewed	FALSE
CVE-2023-1103	rejected reason: do not use this candidate number. consultids: none. reason: this candidate was withdrawn by its cna. further investigation showed that it was a duplicate of cve-2022-4821. notes: none.	"Extract cybersecurity concepts and relationships from the following description:

rejected reason: do not use this candidate number. consultids: none. reason: this candidate was withdrawn by its cna. further investigation showed that it was a duplicate of cve-2022-4821. notes: none."	FALSE	0	unreviewed	FALSE
CVE-2023-1104	cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1105	external control of file name or path in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

external control of file name or path in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1106	cross-site scripting (xss) - reflected in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - reflected in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1107	cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1108	a flaw was found in undertow. this issue makes achieving a denial of service possible due to an unexpected handshake status updated in sslconduit, where the loop never terminates.	"Extract cybersecurity concepts and relationships from the following description:

a flaw was found in undertow. this issue makes achieving a denial of service possible due to an unexpected handshake status updated in sslconduit, where the loop never terminates."	FALSE	0	unreviewed	FALSE
CVE-2023-1109	in phoenix contacts energy axc pu web service an authenticated restricted user of the web frontend can access, read, write and create files throughout the file system using specially crafted urls via the upload and download functionality of the web service. this may lead to full control of the service.	"Extract cybersecurity concepts and relationships from the following description:

in phoenix contacts energy axc pu web service an authenticated restricted user of the web frontend can access, read, write and create files throughout the file system using specially crafted urls via the upload and download functionality of the web service. this may lead to full control of the service."	FALSE	0	unreviewed	FALSE
CVE-2023-1110	the yellow yard searchbar wordpress plugin before 2.8.12 does not validate and escape some of its shortcode attributes before outputting them back in a page/post where the shortcode is embed, which could allow users with the contributor role and above to perform stored cross-site scripting attacks	"Extract cybersecurity concepts and relationships from the following description:

the yellow yard searchbar wordpress plugin before 2.8.12 does not validate and escape some of its shortcode attributes before outputting them back in a page/post where the shortcode is embed, which could allow users with the contributor role and above to perform stored cross-site scripting attacks"	FALSE	0	unreviewed	FALSE
CVE-2023-1111	a vulnerability was found in fastcms up to 0.1.5 and classified as problematic. affected by this issue is some unknown functionality of the component new article tab. the manipulation of the argument title leads to cross site scripting. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-266126 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in fastcms up to 0.1.5 and classified as problematic. affected by this issue is some unknown functionality of the component new article tab. the manipulation of the argument title leads to cross site scripting. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-266126 is the identifier assigned to this vulnerability."	FALSE	2	unreviewed	FALSE
CVE-2023-1112	a vulnerability was found in drag and drop multiple file upload contact form 7 5.0.6.1 on wordpress. it has been classified as critical. affected is an unknown function of the file admin-ajax.php. the manipulation of the argument upload_name leads to relative path traversal. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-222072.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in drag and drop multiple file upload contact form 7 5.0.6.1 on wordpress. it has been classified as critical. affected is an unknown function of the file admin-ajax.php. the manipulation of the argument upload_name leads to relative path traversal. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-222072."	TRUE	6	reviewed	TRUE
CVE-2023-1113	a vulnerability was found in sourcecodester simple payroll system 1.0. it has been declared as problematic. affected by this vulnerability is an unknown functionality of the file admin/?page=admin of the component post parameter handler. the manipulation of the argument fullname leads to cross site scripting. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222073 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester simple payroll system 1.0. it has been declared as problematic. affected by this vulnerability is an unknown functionality of the file admin/?page=admin of the component post parameter handler. the manipulation of the argument fullname leads to cross site scripting. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222073 was assigned to this vulnerability."	TRUE	4	reviewed	TRUE
CVE-2023-1114	missing authorization vulnerability in eskom e-belediye allows information elicitation.this issue affects e-belediye: from 1.0.0.95 before 1.0.0.100.	"Extract cybersecurity concepts and relationships from the following description:

missing authorization vulnerability in eskom e-belediye allows information elicitation.this issue affects e-belediye: from 1.0.0.95 before 1.0.0.100."	FALSE	0	unreviewed	FALSE
CVE-2023-1115	cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18."	FALSE	0	unreviewed	FALSE
CVE-2023-1116	cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18."	FALSE	0	unreviewed	FALSE
CVE-2023-1117	cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository pimcore/pimcore prior to 10.5.18."	FALSE	0	unreviewed	FALSE
CVE-2023-1118	a flaw use after free in the linux kernel integrated infrared receiver/transceiver driver was found in the way user detaching rc device. a local user could use this flaw to crash the system or potentially escalate their privileges on the system.	"Extract cybersecurity concepts and relationships from the following description:

a flaw use after free in the linux kernel integrated infrared receiver/transceiver driver was found in the way user detaching rc device. a local user could use this flaw to crash the system or potentially escalate their privileges on the system."	FALSE	2	reviewed	TRUE
CVE-2023-1119	the wp-optimize wordpress plugin before 3.2.13, srbtranslatin wordpress plugin before 2.4.1 use a third-party library that removes the escaping on some html characters, leading to a cross-site scripting vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

the wp-optimize wordpress plugin before 3.2.13, srbtranslatin wordpress plugin before 2.4.1 use a third-party library that removes the escaping on some html characters, leading to a cross-site scripting vulnerability."	FALSE	0	unreviewed	FALSE
CVE-2023-1120	the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)	"Extract cybersecurity concepts and relationships from the following description:

the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)"	TRUE	6	unreviewed	TRUE
CVE-2023-1121	the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)	"Extract cybersecurity concepts and relationships from the following description:

the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)"	TRUE	6	unreviewed	TRUE
CVE-2023-1122	the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its giveaways options, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)	"Extract cybersecurity concepts and relationships from the following description:

the simple giveaways wordpress plugin before 2.45.1 does not sanitise and escape some of its giveaways options, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)"	TRUE	6	unreviewed	TRUE
CVE-2023-1124	the shopping cart & ecommerce store wordpress plugin before 5.4.3 does not validate http requests, allowing authenticated users with admin privileges to perform lfi attacks.	"Extract cybersecurity concepts and relationships from the following description:

the shopping cart & ecommerce store wordpress plugin before 5.4.3 does not validate http requests, allowing authenticated users with admin privileges to perform lfi attacks."	TRUE	4	unreviewed	TRUE
CVE-2023-1125	the ruby help desk wordpress plugin before 1.3.4 does not ensure that the ticket being modified belongs to the user making the request, allowing an attacker to close and/or add files and replies to tickets other than their own.	"Extract cybersecurity concepts and relationships from the following description:

the ruby help desk wordpress plugin before 1.3.4 does not ensure that the ticket being modified belongs to the user making the request, allowing an attacker to close and/or add files and replies to tickets other than their own."	FALSE	0	unreviewed	FALSE
CVE-2023-1126	the wp fevents book wordpress plugin through 0.46 does not sanitise and escape some parameters, which could allow any authenticated users, such as subscriber to perform cross-site scripting attacks	"Extract cybersecurity concepts and relationships from the following description:

the wp fevents book wordpress plugin through 0.46 does not sanitise and escape some parameters, which could allow any authenticated users, such as subscriber to perform cross-site scripting attacks"	FALSE	0	unreviewed	FALSE
CVE-2023-1127	divide by zero in github repository vim/vim prior to 9.0.1367.	"Extract cybersecurity concepts and relationships from the following description:

divide by zero in github repository vim/vim prior to 9.0.1367."	FALSE	0	unreviewed	FALSE
CVE-2023-1129	the wp fevents book wordpress plugin through 0.46 does not ensures that bookings to be updated belong to the user making the request, allowing any authenticated user to book, add notes, or cancel booking on behalf of other users.	"Extract cybersecurity concepts and relationships from the following description:

the wp fevents book wordpress plugin through 0.46 does not ensures that bookings to be updated belong to the user making the request, allowing any authenticated user to book, add notes, or cancel booking on behalf of other users."	FALSE	0	reviewed	FALSE
CVE-2023-1130	a vulnerability, which was classified as critical, was found in sourcecodester computer parts sales and inventory system 1.0. this affects an unknown part of the file processlogin. the manipulation of the argument user leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222105 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in sourcecodester computer parts sales and inventory system 1.0. this affects an unknown part of the file processlogin. the manipulation of the argument user leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222105 was assigned to this vulnerability."	TRUE	4	unreviewed	TRUE
CVE-2023-1131	a vulnerability has been found in sourcecodester computer parts sales and inventory system 1.0 and classified as problematic. this vulnerability affects unknown code of the file customer.php. the manipulation of the argument first_name/last_name/phone_number leads to cross site scripting. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-222106 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester computer parts sales and inventory system 1.0 and classified as problematic. this vulnerability affects unknown code of the file customer.php. the manipulation of the argument first_name/last_name/phone_number leads to cross site scripting. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-222106 is the identifier assigned to this vulnerability."	FALSE	2	unreviewed	FALSE
CVE-2023-1132	compiler removal of buffer clearing in sli_se_driver_key_agreement in silicon labs gecko platform sdk v4.2.1 and earlier results in key material duplication to ram.	"Extract cybersecurity concepts and relationships from the following description:

compiler removal of buffer clearing in sli_se_driver_key_agreement in silicon labs gecko platform sdk v4.2.1 and earlier results in key material duplication to ram."	FALSE	0	reviewed	FALSE
CVE-2023-1133	delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability in which the device-status service listens on port 10100/ udp by default. the service accepts the unverified udp packets and deserializes the content, which could allow an unauthenticated attacker to remotely execute arbitrary code.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability in which the device-status service listens on port 10100/ udp by default. the service accepts the unverified udp packets and deserializes the content, which could allow an unauthenticated attacker to remotely execute arbitrary code."	TRUE	8	unreviewed	TRUE
CVE-2023-1134	delta electronics infrasuite device master versions prior to 1.0.5 are affected by a path traversal vulnerability, which could allow an attacker to read local files, disclose plaintext credentials, and escalate privileges.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 are affected by a path traversal vulnerability, which could allow an attacker to read local files, disclose plaintext credentials, and escalate privileges."	FALSE	2	reviewed	FALSE
CVE-2023-1135	in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could set incorrect directory permissions, which could result in local privilege escalation.	"Extract cybersecurity concepts and relationships from the following description:

in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could set incorrect directory permissions, which could result in local privilege escalation."	FALSE	2	unreviewed	FALSE
CVE-2023-1136	in delta electronics infrasuite device master versions prior to 1.0.5, an unauthenticated attacker could generate a valid token, which would lead to authentication bypass.	"Extract cybersecurity concepts and relationships from the following description:

in delta electronics infrasuite device master versions prior to 1.0.5, an unauthenticated attacker could generate a valid token, which would lead to authentication bypass."	TRUE	4	unreviewed	TRUE
CVE-2023-1137	delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability in which a low-level user could extract files and plaintext credentials of administrator users, resulting in privilege escalation.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability in which a low-level user could extract files and plaintext credentials of administrator users, resulting in privilege escalation."	TRUE	4	unreviewed	TRUE
CVE-2023-1138	delta electronics infrasuite device master versions prior to 1.0.5 contain an improper access control vulnerability, which could allow an attacker to retrieve gateway configuration files to obtain plaintext credentials.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain an improper access control vulnerability, which could allow an attacker to retrieve gateway configuration files to obtain plaintext credentials."	FALSE	0	reviewed	FALSE
CVE-2023-1139	delta electronics infrasuite device master versions prior to 1.0.5 are affected by a deserialization vulnerability targeting the device-gateway service, which could allow deserialization of requests prior to authentication, resulting in remote code execution.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 are affected by a deserialization vulnerability targeting the device-gateway service, which could allow deserialization of requests prior to authentication, resulting in remote code execution."	FALSE	2	unreviewed	FALSE
CVE-2023-1140	delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability that could allow an attacker to achieve unauthenticated remote code execution in the context of an administrator.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain a vulnerability that could allow an attacker to achieve unauthenticated remote code execution in the context of an administrator."	TRUE	6	unreviewed	TRUE
CVE-2023-1141	delta electronics infrasuite device master versions prior to 1.0.5 contain a command injection vulnerability that could allow an attacker to inject arbitrary commands, which could result in remote code execution.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain a command injection vulnerability that could allow an attacker to inject arbitrary commands, which could result in remote code execution."	TRUE	4	unreviewed	TRUE
CVE-2023-1142	in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could use url decoding to retrieve system files, credentials, and bypass authentication resulting in privilege escalation.	"Extract cybersecurity concepts and relationships from the following description:

in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could use url decoding to retrieve system files, credentials, and bypass authentication resulting in privilege escalation."	TRUE	4	unreviewed	TRUE
CVE-2023-1143	in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could use lua scripts, which could allow an attacker to remotely execute arbitrary code.	"Extract cybersecurity concepts and relationships from the following description:

in delta electronics infrasuite device master versions prior to 1.0.5, an attacker could use lua scripts, which could allow an attacker to remotely execute arbitrary code."	TRUE	6	unreviewed	TRUE
CVE-2023-1144	delta electronics infrasuite device master versions prior to 1.0.5 contains an improper access control vulnerability in which an attacker can use the device-gateway service and bypass authorization, which could result in privilege escalation.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contains an improper access control vulnerability in which an attacker can use the device-gateway service and bypass authorization, which could result in privilege escalation."	TRUE	4	unreviewed	TRUE
CVE-2023-1145	delta electronics infrasuite device master versions prior to 1.0.5 are affected by a deserialization vulnerability targeting the device-datacollect service, which could allow deserialization of requests prior to authentication, resulting in remote code execution.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 are affected by a deserialization vulnerability targeting the device-datacollect service, which could allow deserialization of requests prior to authentication, resulting in remote code execution."	FALSE	2	unreviewed	FALSE
CVE-2023-1146	cross-site scripting (xss) - generic in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - generic in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1147	cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	reviewed	FALSE
CVE-2023-1148	cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository flatpressblog/flatpress prior to 1.3."	FALSE	0	unreviewed	FALSE
CVE-2023-1149	improper neutralization of equivalent special elements in github repository btcpayserver/btcpayserver prior to 1.8.0.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of equivalent special elements in github repository btcpayserver/btcpayserver prior to 1.8.0."	FALSE	0	unreviewed	FALSE
CVE-2023-1150	uncontrolled resource consumption in series wago 750-3x/-8x products may allow an unauthenticated remote attacker to dos the modbus server with specially crafted packets.	"Extract cybersecurity concepts and relationships from the following description:

uncontrolled resource consumption in series wago 750-3x/-8x products may allow an unauthenticated remote attacker to dos the modbus server with specially crafted packets."	TRUE	4	reviewed	TRUE
CVE-2023-1151	a vulnerability was found in sourcecodester electronic medical records system 1.0. it has been declared as critical. affected by this vulnerability is an unknown functionality of the file administrator.php of the component cookie handler. the manipulation of the argument userid leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222163.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester electronic medical records system 1.0. it has been declared as critical. affected by this vulnerability is an unknown functionality of the file administrator.php of the component cookie handler. the manipulation of the argument userid leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222163."	TRUE	6	unreviewed	TRUE
CVE-2023-1152	improper neutralization of special elements used in an sql command ('sql injection') vulnerability in utarit information technologies persolus allows sql injection. this issue affects persolus: before 2.03.93.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of special elements used in an sql command ('sql injection') vulnerability in utarit information technologies persolus allows sql injection. this issue affects persolus: before 2.03.93."	FALSE	0	unreviewed	FALSE
CVE-2023-1153	improper neutralization of special elements used in an sql command ('sql injection') vulnerability in pacsrapor allows sql injection, command line execution through sql injection.this issue affects pacsrapor: before 1.22.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of special elements used in an sql command ('sql injection') vulnerability in pacsrapor allows sql injection, command line execution through sql injection.this issue affects pacsrapor: before 1.22."	FALSE	0	unreviewed	FALSE
CVE-2023-1154	improper neutralization of input during web page generation ('cross-site scripting') vulnerability in pacsrapor allows reflected xss.this issue affects pacsrapor: before 1.22.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of input during web page generation ('cross-site scripting') vulnerability in pacsrapor allows reflected xss.this issue affects pacsrapor: before 1.22."	FALSE	0	unreviewed	FALSE
CVE-2023-1155	the cost calculator plugin for wordpress is vulnerable to stored cross-site scripting via the nd_cc_meta_box_cc_price_icon parameter in versions up to, and including, 1.8 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with contributor-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.	"Extract cybersecurity concepts and relationships from the following description:

the cost calculator plugin for wordpress is vulnerable to stored cross-site scripting via the nd_cc_meta_box_cc_price_icon parameter in versions up to, and including, 1.8 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with contributor-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page."	TRUE	4	unreviewed	TRUE
CVE-2023-1156	a vulnerability classified as problematic was found in sourcecodester health center patient record management system 1.0. this vulnerability affects unknown code of the file admin/fecalysis_form.php. the manipulation of the argument itr_no leads to cross site scripting. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-222220.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as problematic was found in sourcecodester health center patient record management system 1.0. this vulnerability affects unknown code of the file admin/fecalysis_form.php. the manipulation of the argument itr_no leads to cross site scripting. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-222220."	TRUE	4	unreviewed	TRUE
CVE-2023-1157	a vulnerability, which was classified as problematic, was found in finixbit elf-parser. affected is the function elf_parser::elf_parser::get_segments of the file elf_parser.cpp. the manipulation leads to denial of service. local access is required to approach this attack. the exploit has been disclosed to the public and may be used. continious delivery with rolling releases is used by this product. therefore, no version details of affected nor updated releases are available. vdb-222222 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as problematic, was found in finixbit elf-parser. affected is the function elf_parser::elf_parser::get_segments of the file elf_parser.cpp. the manipulation leads to denial of service. local access is required to approach this attack. the exploit has been disclosed to the public and may be used. continious delivery with rolling releases is used by this product. therefore, no version details of affected nor updated releases are available. vdb-222222 is the identifier assigned to this vulnerability."	FALSE	0	unreviewed	FALSE
CVE-2023-1158	hitachi vantara pentaho business analytics server versions before 9.4.0.1 and 9.3.0.3, including 8.3.x expose dashboard prompts to users who are not part of the authorization list.	"Extract cybersecurity concepts and relationships from the following description:

hitachi vantara pentaho business analytics server versions before 9.4.0.1 and 9.3.0.3, including 8.3.x expose dashboard prompts to users who are not part of the authorization list."	FALSE	0	unreviewed	FALSE
CVE-2023-1159	the bookly plugin for wordpress is vulnerable to stored cross-site scripting via service titles in versions up to, and including, 21.5 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrative privileges to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled.	"Extract cybersecurity concepts and relationships from the following description:

the bookly plugin for wordpress is vulnerable to stored cross-site scripting via service titles in versions up to, and including, 21.5 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrative privileges to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled."	TRUE	8	reviewed	TRUE
CVE-2023-1160	use of platform-dependent third party components in github repository cockpit-hq/cockpit prior to 2.4.0.	"Extract cybersecurity concepts and relationships from the following description:

use of platform-dependent third party components in github repository cockpit-hq/cockpit prior to 2.4.0."	FALSE	0	unreviewed	FALSE
CVE-2023-1161	iso 15765 and iso 10681 dissector crash in wireshark 4.0.0 to 4.0.3 and 3.6.0 to 3.6.11 allows denial of service via packet injection or crafted capture file	"Extract cybersecurity concepts and relationships from the following description:

iso 15765 and iso 10681 dissector crash in wireshark 4.0.0 to 4.0.3 and 3.6.0 to 3.6.11 allows denial of service via packet injection or crafted capture file"	FALSE	0	unreviewed	FALSE
CVE-2023-1162	** unsupported when assigned ** a vulnerability, which was classified as critical, was found in draytek vigor 2960 1.5.1.4/1.5.1.5. affected is an unknown function of the file mainfunction.cgi of the component web management interface. the manipulation of the argument password leads to command injection. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. vdb-222258 is the identifier assigned to this vulnerability. note: this vulnerability only affects products that are no longer supported by the maintainer.	"Extract cybersecurity concepts and relationships from the following description:

** unsupported when assigned ** a vulnerability, which was classified as critical, was found in draytek vigor 2960 1.5.1.4/1.5.1.5. affected is an unknown function of the file mainfunction.cgi of the component web management interface. the manipulation of the argument password leads to command injection. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. vdb-222258 is the identifier assigned to this vulnerability. note: this vulnerability only affects products that are no longer supported by the maintainer."	TRUE	4	unreviewed	TRUE
