id	is_critical	platforms	description
CVE-2023-1060	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1061	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1062	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1063	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1064	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1065	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1067	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1068	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1069	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1070	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1071	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1072	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1073	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1074	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1075	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1076	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1077	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1078	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1079	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1080	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1081	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1082	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1083	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1084	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1086	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1087	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1088	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1089	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1090	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1091	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1092	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1093	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1094	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1095	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1096	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1097	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1098	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1099	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1100	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1101	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1103	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1104	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1105	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1106	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1107	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1108	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1109	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1110	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1111	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1112	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1113	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1114	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1115	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1116	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1117	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1118	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1119	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1120	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1121	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1122	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1124	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1125	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1126	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1127	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1129	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1130	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1131	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1132	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1133	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1134	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1135	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1136	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1137	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1138	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1139	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1140	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1141	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1142	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1143	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1144	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1145	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1146	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1147	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1148	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1149	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1150	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1151	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1152	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1153	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1154	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1155	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1156	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1157	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1158	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1159	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1160	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1161	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1162	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1163	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1164	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1165	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1166	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1167	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1168	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1169	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1170	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1171	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1172	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1173	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1174	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1175	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1176	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1177	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1178	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1179	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1180	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1181	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1183	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1184	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1185	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1186	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1187	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1188	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1189	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1190	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1191	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1192	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1193	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1194	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1195	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1196	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1197	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1198	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1200	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1201	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1202	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1203	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1204	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1205	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1206	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1207	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1208	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1209	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1210	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1211	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1212	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1213	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1214	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1215	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1216	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1217	FALSE	['Windows', 'Windows_v111.0.5563']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1218	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1219	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1220	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1221	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1222	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1223	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1224	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1225	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1226	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1227	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1228	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1229	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1230	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1231	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1232	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1233	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1234	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1235	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1236	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1237	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1238	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1239	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1240	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1241	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1242	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1243	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1244	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1245	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1246	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1247	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1248	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1249	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1250	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1251	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1252	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1253	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1254	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1255	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1256	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1257	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1258	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1259	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1260	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1261	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1262	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1263	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1264	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1265	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1266	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1267	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1269	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1270	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1271	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1273	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1274	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1275	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1276	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1277	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1278	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1279	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1281	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1282	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1283	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1285	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1286	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1287	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1288	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1289	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1290	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1291	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1292	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1293	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1294	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1295	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1296	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1297	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1298	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1299	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1300	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1301	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1302	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1303	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1304	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1305	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1306	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1307	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1308	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1309	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1310	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1311	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1312	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1313	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1314	TRUE	['Windows', 'Windows_v2023.3.0']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1315	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1316	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1317	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1318	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1319	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1320	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1321	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1322	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1323	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1324	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1325	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1326	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1327	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1328	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1329	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1330	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1331	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1333	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1334	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1335	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1336	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1337	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1338	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1339	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1340	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1341	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1342	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1343	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1344	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1345	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1346	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1347	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1349	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1350	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1351	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1352	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1353	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1354	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1355	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1356	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1357	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1358	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1359	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1360	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1361	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1362	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1363	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1364	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1365	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1366	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1367	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1368	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1369	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1370	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1371	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1372	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1373	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1374	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1375	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1377	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1378	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1379	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1380	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1381	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1382	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1383	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1384	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1385	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1386	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1387	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1388	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1389	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1390	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1391	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1392	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1393	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1394	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1395	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1396	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1397	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1398	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1399	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1400	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1401	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1402	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1403	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1404	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1405	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1406	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1407	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1408	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1409	FALSE	['Windows', 'Windows_v6.3']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1410	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1412	TRUE	['Windows', 'Windows_v2022.12.582']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1413	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
